Country,Code,Year, Ambient pollution,Underweight,Household air pollution,No handwashing facility,Secondhand smoke,Vitamin A deficiency,Zinc deficiency ,Short gestation,Non-exclusive breastfeeding,Low birth weight,Child wasting , Child stunting
China,CHN,1994,43811.32,21710.96,91212.94,17063.43,63769.82,14928.91,3569.91,10911.7,29067.67,15408.57,148569.17,34657.32
China,CHN,1995,40983.55,18817.92,81245.68,15275.32,58232.6,13555.92,3096.2,10265.06,26662.57,14526.84,133734.41,30640.73
China,CHN,1996,38845.26,16271.13,72006.5,13723.19,53092.57,12282.63,2681.51,9734.34,24530.27,13821.29,120331.23,27058.05
China,CHN,1997,36329.91,13882.08,63457.26,12235.55,47697.28,10975.07,2282.24,9190.9,22345.11,13110.48,106950.46,23609.9
China,CHN,1998,33383.21,11664.61,55087.19,10751.3,42064.51,9650.55,1938.08,8438.81,19926.52,12089.86,93724.99,20295.02
China,CHN,1999,30272.74,9671.05,47280.74,9340.5,36688.66,8396.7,1622.43,7704.28,17571.51,11091.58,81077.99,17257.04
China,CHN,2000,27030.21,7936.2,40071.5,8017.29,31692.01,7241.73,1342.02,6935.77,15323.04,10034.98,69345.4,14493.97
China,CHN,2001,24483.53,6516.6,33799.59,6844.89,27493.84,6271.24,1116.99,6298.67,13341.45,9155.58,59347.72,12205.02
China,CHN,2002,22123.56,5330.21,28531.75,5818.33,23818.59,5418.03,928.23,5744.96,11602.91,8379.65,50631.2,10219.9
China,CHN,2003,19768.84,4320.14,23794.36,4979.18,20427.55,4642.63,766.63,5140.97,9979.23,7512,42828.65,8506.67
China,CHN,2004,17956.84,3571.72,20056.93,4312.88,17832.37,4038.4,653.05,4687.56,8711.12,6854.3,36855.89,7198.34
China,CHN,2005,16167.98,2954.91,16724.17,3667.51,15494.64,3493.28,553.37,4241.79,7540.11,6199.12,31599.68,6085.16
China,CHN,2006,14799.6,2481.75,13960.1,3134.13,13610.16,3030.45,474.78,3896.16,6583.86,5658.62,27405.65,5211.82
China,CHN,2007,13665.38,2120.62,11807.03,2672.67,12110.78,2645.01,406.38,3647.37,5840,5228.88,24100.6,4531.52
China,CHN,2008,12772.24,1854.91,10131.24,2311.16,10944.41,2347.99,356.28,3426.09,5260.22,4830.01,21654.1,4022.74
China,CHN,2009,11721.29,1606.03,8551.49,1968.83,9748.08,2061.15,310.7,3154.14,4658.26,4364.05,19219.18,3531.81
China,CHN,2010,10835.47,1411.74,7272.93,1689.53,8781.04,1845.59,275.37,2912.81,4197.29,3959.13,17281.49,3145.99
China,CHN,2011,10155,1245.86,6155.91,1469.35,7922.51,1669.23,248.51,2670.74,3799.89,3568.79,15615.16,2811.33
China,CHN,2012,8892.9,1095.17,5385.38,1268.53,7108.68,1503.72,222.84,2428.34,3423.7,3190.49,14052.74,2501.76
China,CHN,2013,8180.6,961.85,4582.37,1107.62,6380.76,1352.85,198.67,2223.04,3084.59,2871.67,12627.74,2221.75
China,CHN,2014,7472.36,870.63,4057.63,984.51,5905.27,1253.75,181.48,2108.47,2870.08,2674.92,11691.4,2032.82
China,CHN,2015,6743.58,773.26,3534.26,852.13,5334.11,1139.03,161.21,1926.67,2614.96,2391.48,10612.14,1822.78
China,CHN,2016,5694,670.93,3055.57,718.02,4688.22,1009.31,141.26,1702.48,2320.64,2063.37,9393.28,1594.06
China,CHN,2017,5174.08,581.03,2460.82,607.3,4122.65,890.38,125.32,1526.92,2051.94,1812.12,8278.32,1388.98
Colombia,COL,1990,452.67,230.9,755.85,211.06,472.55,161.29,66.7,452,444.9,256.18,2065.11,424.79
Colombia,COL,1991,457.94,223.46,728.26,207.11,459.64,158.73,60.84,456.72,447.22,261.8,2018.68,412.63
Colombia,COL,1992,459.64,215.61,694.17,201.47,444.58,155.35,55.83,452.7,444.43,261.02,1966.73,400.43
Colombia,COL,1993,461.79,209.61,664.98,195.56,432.53,152.81,52.64,446.64,442.42,257.97,1928.86,391.88
Colombia,COL,1994,453.51,197.17,606.01,185.09,408.31,145.23,49,430.52,426.27,248.02,1827.47,372.23
Colombia,COL,1995,437.62,183.42,549.4,173.57,382.17,136.28,45.3,413.48,406.43,237.41,1713.32,349.81
Colombia,COL,1996,428.44,169.32,493.37,162.24,356.15,123.75,41.89,396.25,384.43,226.45,1596.07,326.8
Colombia,COL,1997,412.2,154.83,438.42,150.47,328.51,107.14,38.31,370.83,358.92,210.57,1473.89,303.07
Colombia,COL,1998,390.66,142.16,401.39,139.45,302.94,91.22,34.79,338.39,331.55,193.01,1368.32,282.81
Colombia,COL,1999,372.29,130.57,367.51,130.84,281.34,78.09,32.41,315.56,300.92,184.62,1270.83,264.08
Colombia,COL,2000,354.42,121.06,340.75,123.61,263,70.31,30.93,294.01,272.51,174.82,1191.85,249.12
Colombia,COL,2001,343.01,111.48,314.94,116.71,245.09,65.31,29.63,275.67,243.95,165.72,1111.22,233.8
Colombia,COL,2002,332.51,102.51,289.34,110.19,228.36,60.8,28.56,259.43,217.04,156.48,1033.8,218.88
Colombia,COL,2003,327.78,95.31,270.83,106.06,217.03,57.35,28.95,256.87,196.32,154.19,972.04,207.55
Colombia,COL,2004,311.56,85.22,244.98,98.7,199.8,52.18,28.51,252.51,174.54,150.6,880.48,189.75
Colombia,COL,2005,299.07,77.65,220.96,92.24,186.29,48.33,28.58,247.28,161.59,146.2,813.14,176.66
Colombia,COL,2006,295.64,71.59,201.28,87.02,175.24,45.16,29.07,245.92,152.8,144.12,760.78,166.02
Colombia,COL,2007,284.51,64.83,176.83,79.93,160.1,41.52,28.12,232.52,142,135.38,701.37,153.02
Colombia,COL,2008,273.81,59.6,152.69,73.48,146.28,38.92,25.78,212.79,134.28,124.16,658.06,142.42
Colombia,COL,2009,266.8,56.35,133.31,68.85,136.27,37.49,24.05,195.06,130.58,113.26,633.73,136.16
Colombia,COL,2010,248.86,51.53,110.21,61.99,122.91,35.03,21.73,173.79,124.11,99.74,588.6,125.59
Colombia,COL,2011,232.86,46.93,93.24,55.7,110.74,32.93,19.07,156.59,118.9,88.47,543.66,115.23
Colombia,COL,2012,221.33,44.79,82.63,52.83,105.06,32.81,17.58,151.2,119.85,83.72,526.72,110.68
Colombia,COL,2013,204.7,42.27,72.44,49.64,98.57,32.62,16.21,142.91,118.36,77.52,504.74,105.44
Colombia,COL,2014,194.58,40.71,65.04,47.71,94.45,33.24,15.63,139.02,118.31,73.38,492.46,102.52
Colombia,COL,2015,182.43,38.65,57.29,45.19,89.44,33.57,14.95,135.47,115.73,70.01,472.69,98.03
Colombia,COL,2016,164.7,35.71,49.09,41.51,82.18,33.09,13.71,127.22,110.05,64.26,440.98,91.15
Colombia,COL,2017,157.75,33.4,42.53,38.85,76.51,33.01,12.75,122.33,105.06,60.56,415.23,85.55
Comoros,COM,1990,17.99,66.16,214.9,64.72,29.65,40.92,7.68,76.08,48.61,28.44,250.02,91.16
Comoros,COM,1991,17.53,61.69,205.01,62.07,28.39,38.89,7.12,73.96,46.4,28.3,238.12,85.85
Comoros,COM,1992,17.12,58.06,196.6,59.7,27.25,37.21,6.74,71.29,44.2,27.94,228.63,81.6
Comoros,COM,1993,16.93,55.32,190.17,58.02,26.39,35.93,6.45,69.35,42.45,27.81,221.89,78.36
Comoros,COM,1994,16.86,53.09,184.59,56.64,25.65,34.9,6.28,67.7,40.87,27.74,216.44,75.83
Comoros,COM,1995,16.53,50.67,178.66,54.99,24.79,33.58,6.05,66.34,39.16,27.71,209.26,72.98
Comoros,COM,1996,16.37,48.08,171.97,53.19,23.83,32.04,5.8,65.52,37.42,27.82,200.72,69.77
Comoros,COM,1997,15.89,44.96,163.13,50.7,22.48,30.02,5.52,63.83,35.04,27.5,189.25,65.68
Comoros,COM,1998,15.67,42.54,155.93,48.79,21.39,28.39,5.39,62.59,33.04,27.25,180.56,62.6
Comoros,COM,1999,15.22,39.45,146.39,46.22,20.02,26.36,5.18,60.71,30.7,26.66,169.06,58.57
Comoros,COM,2000,14.6,35.9,135.43,43.18,18.45,24.05,4.93,58.17,28.18,25.7,155.84,53.93
Comoros,COM,2001,14.27,33.57,127.96,41.17,17.34,22.67,4.69,55.61,26.91,24.66,148.29,50.82
Comoros,COM,2002,13.9,31.06,120.25,39.09,16.21,21.27,4.42,52.66,25.67,23.44,140.62,47.55
Comoros,COM,2003,13.48,28.38,112.26,36.88,15.04,19.8,4.18,49.64,24.38,22.16,132.46,44.04
Comoros,COM,2004,13.04,25.91,104.63,34.76,13.97,18.44,3.97,46.6,23.11,20.88,124.81,40.78
Comoros,COM,2005,12.36,23.53,97.64,32.58,12.92,17.09,3.72,43.73,21.83,19.67,116.78,37.53
Comoros,COM,2006,12.41,22.8,94.67,31.86,12.49,16.77,3.94,41.02,21.21,18.53,116.11,36.92
Comoros,COM,2007,12.34,21.56,90.27,30.68,11.89,16.14,3.96,38.47,20.44,17.46,112.93,35.4
Comoros,COM,2008,12.03,20.3,86.15,29.46,11.3,15.45,3.97,36.12,19.66,16.45,109.21,33.7
Comoros,COM,2009,11.49,18.69,80.68,27.77,10.55,14.51,3.76,33.67,18.75,15.37,103.22,31.35
Comoros,COM,2010,10.95,17.12,74.64,25.93,9.78,13.5,3.52,31.31,17.74,14.32,96.7,28.88
Comoros,COM,2011,10.58,15.52,68.1,23.95,8.98,12.39,3.25,29.11,16.65,13.34,89.42,26.28
Comoros,COM,2012,9.95,13.79,61.4,21.78,8.15,11.17,2.87,27,15.45,12.4,81.05,23.42
Comoros,COM,2013,8.83,11.56,53.11,19.05,7.07,9.54,2.28,24.79,13.89,11.42,69.46,19.75
Comoros,COM,2014,8.61,10.68,48.88,17.8,6.55,8.89,2.21,22.8,12.95,10.52,65.23,18.3
Comoros,COM,2015,7.81,9.54,43.95,16.22,5.93,7.99,1.97,20.96,11.87,9.7,59.18,16.41
Comoros,COM,2016,7.19,8.45,39.29,14.7,5.35,7.14,1.71,19.41,10.86,9,53.17,14.55
Comoros,COM,2017,6.99,7.97,36.84,13.97,5.05,6.71,1.68,18.35,10.25,8.52,50.55,13.74
Congo,COG,1990,130.24,152.92,492.3,180.07,101.97,158.48,38.81,127.95,90.59,70.14,677.17,183.65
Congo,COG,1991,133.48,153.7,488,180.51,101.42,159.09,38.67,129.97,90.79,71.14,670.99,179.25
Congo,COG,1992,135.98,156.89,494.44,183.45,102.25,162.45,39.14,132.54,92.39,72.38,676.52,178.3
Congo,COG,1993,140.43,160.73,499.7,187.2,103.53,166.88,39.74,135.12,94.55,73.57,687.22,179.12
Congo,COG,1994,145.77,167.84,516.87,194.41,106.66,174.85,41.53,138.71,97.91,75.35,713.64,184.65
Congo,COG,1995,151.65,174.36,532.22,201.51,109.67,182.65,42.68,143.32,101.89,77.78,741.26,191.03
Congo,COG,1996,163.61,181.42,546.9,209.91,113.18,192.7,43.83,148.67,106.51,80.67,776.15,199.67
Congo,COG,1997,170.82,183.23,552.15,214.08,114.17,199.49,43.65,152.62,109,82.97,794,204.76
Congo,COG,1998,180.06,185.62,558.74,219.72,115.95,207.8,43.69,157.64,112.26,85.76,818.58,211.49
Congo,COG,1999,183.6,185.65,563.39,222.79,116.51,212.97,43.58,160.91,113.36,87.74,833.25,216.12
Congo,COG,2000,180.91,179.66,548.35,218.78,113.86,209.95,42.03,160.24,111.12,87.71,820.97,213.01
Congo,COG,2001,178.61,168.92,519.03,209.73,108.94,199.85,38.81,158.85,106.91,87.74,788.08,203.18
Congo,COG,2002,175.38,158.38,489.11,200.65,104.09,189.1,36,155.84,102.41,86.93,758.22,194.17
Congo,COG,2003,171.27,149.99,468.92,193.84,100.51,180.18,33.94,153.32,98.67,86.36,738.51,188
Congo,COG,2004,166.79,141.6,446.03,187.06,96.87,170.86,32.07,149.81,94.64,85.01,717.99,181.59
Congo,COG,2005,168.62,140.55,439.93,187.62,97.25,169.49,32.63,145.77,92.74,82.99,732.25,184.61
Congo,COG,2006,166.67,130.65,408.51,178.48,93.06,156.62,30.93,140.58,87.14,79.88,701.4,174.49
Congo,COG,2007,163.91,121.14,379.66,170.13,89.67,142.87,29.19,136.84,82.16,77.32,672.67,163.12
Congo,COG,2008,160.44,113.06,354.92,162.8,86.88,130.4,27.75,131.55,77.8,73.81,649.84,152.87
Congo,COG,2009,152.8,102.9,324.84,152.42,82.3,116.67,25.57,125.12,72.65,69.85,612.62,139.06
Congo,COG,2010,142.24,90.93,289.02,139.49,75.94,103.06,22.69,119.53,66.93,66.75,560.07,123.25
Congo,COG,2011,139.51,81.39,256.1,128.55,70.24,93.45,20.43,111.72,62.34,62.63,518.32,110.64
Congo,COG,2012,131.52,73.51,230.42,119.11,65.34,85.59,18.75,103.18,58.22,58.03,484.63,100.35
Congo,COG,2013,127.7,64.17,198.09,107.39,59.08,76.22,16.52,93.95,53.34,53.04,439.34,88.1
Congo,COG,2014,121.75,57.61,177.91,99.55,54.96,70,15.18,87.64,49.89,49.72,410.66,79.79
Congo,COG,2015,112.98,50.97,158.92,91.45,50.59,63.89,13.63,81.86,46.67,46.7,379.34,71.11
Congo,COG,2016,108.17,44.69,140.76,83.85,46.4,58.28,12.08,76.85,43.87,44.17,348.78,63.08
Congo,COG,2017,106.32,40.02,128.28,79.44,43.79,54.29,11.25,76.04,41.66,44.09,327.74,57.28
Costa Rica,CRI,1990,15.45,4.23,22.35,8.37,13.67,5.95,1.29,7.64,13.79,4.24,69.85,11.58
Costa Rica,CRI,1991,14.45,3.77,18.92,7.44,12.25,5.08,1.2,6.72,12.36,3.73,63.16,10.36
Costa Rica,CRI,1992,13.99,3.49,16.73,6.88,11.42,4.5,1.13,6.27,11.6,3.46,59.28,9.58
Costa Rica,CRI,1993,13.16,3.15,14.49,6.23,10.39,3.89,1.04,5.84,10.64,3.24,54.12,8.61
Costa Rica,CRI,1994,12.97,2.99,13.16,5.91,9.93,3.6,0.97,5.49,10.26,3.1,51.99,8.15
Costa Rica,CRI,1995,13.18,2.92,12.22,5.76,9.78,3.45,0.91,5.56,10.24,3.2,51.15,7.89
Costa Rica,CRI,1996,12.71,2.68,10.83,5.34,9.14,3.15,0.84,5.63,9.66,3.24,47.52,7.19
Costa Rica,CRI,1997,14.7,2.88,11.49,5.93,10.25,3.36,0.95,7.91,10.83,4.6,51.4,7.69
Costa Rica,CRI,1998,13.48,2.48,9.55,5.21,9.09,2.88,0.82,7.95,9.68,4.62,44.55,6.55
Costa Rica,CRI,1999,12.2,2.11,7.9,4.54,7.98,2.46,0.76,7.78,8.49,4.47,38.25,5.55
Costa Rica,CRI,2000,10.36,1.72,6.08,3.71,6.57,2.01,0.67,6.72,6.99,3.8,31.28,4.49
Costa Rica,CRI,2001,10.47,1.66,5.63,3.66,6.41,2,0.68,7.02,6.86,3.97,30.45,4.31
Costa Rica,CRI,2002,10,1.54,5.03,3.46,5.89,1.94,0.63,6.83,6.47,3.86,28.41,3.94
Costa Rica,CRI,2003,9.16,1.38,4.3,3.14,5.18,1.83,0.54,6.22,5.87,3.56,25.57,3.46
Costa Rica,CRI,2004,8.42,1.26,3.77,2.88,4.62,1.74,0.47,5.55,5.34,3.22,23.44,3.11
Costa Rica,CRI,2005,7.96,1.18,3.34,2.7,4.28,1.66,0.44,5.02,4.96,2.96,22.01,2.88
Costa Rica,CRI,2006,7.78,1.14,3.09,2.62,4.14,1.61,0.4,4.7,4.75,2.92,21.36,2.76
Costa Rica,CRI,2007,7.96,1.14,2.98,2.67,4.2,1.59,0.41,4.74,4.68,3.11,21.51,2.75
Costa Rica,CRI,2008,6.81,0.96,2.41,2.26,3.57,1.3,0.36,4.2,3.91,2.79,17.99,2.3
Costa Rica,CRI,2009,6.13,0.85,2.04,2,3.2,1.13,0.33,3.81,3.51,2.5,16.04,2.04
Costa Rica,CRI,2010,6.79,0.92,2.11,2.18,3.53,1.22,0.37,4.45,3.88,2.86,17.38,2.2
Costa Rica,CRI,2011,6.59,0.85,1.89,2.03,3.34,1.13,0.36,4.57,3.73,2.81,16.01,2.03
Costa Rica,CRI,2012,6.11,0.76,1.66,1.86,3.11,1.02,0.34,4.73,3.53,2.82,14.43,1.83
Costa Rica,CRI,2013,5.57,0.7,1.49,1.71,2.93,0.94,0.34,4.75,3.35,2.78,13.28,1.7
Costa Rica,CRI,2014,5.07,0.64,1.33,1.56,2.75,0.87,0.33,4.61,3.12,2.71,12.24,1.57
Costa Rica,CRI,2015,4.43,0.57,1.15,1.36,2.46,0.78,0.3,4.19,2.79,2.47,10.93,1.4
Costa Rica,CRI,2016,3.87,0.53,0.99,1.23,2.26,0.72,0.28,3.87,2.55,2.29,10.03,1.29
Costa Rica,CRI,2017,3.63,0.49,0.88,1.13,2.1,0.68,0.26,3.61,2.37,2.15,9.32,1.21
Cote d'Ivoire,CIV,1990,526.65,959.85,5014.32,1525.2,891.8,1127.42,183.5,1840,1166.05,651.43,5540.68,1875.19
Cote d'Ivoire,CIV,1991,540.19,966.54,5004.96,1531.08,888.97,1118.34,185.29,1839.99,1176.15,654.92,5593.11,1897.52
Cote d'Ivoire,CIV,1992,556.1,973.66,5025.7,1543.29,890.33,1111.56,188.5,1862.15,1190.46,667.34,5651.9,1918.86
Cote d'Ivoire,CIV,1993,569.21,978.57,5055.85,1560.09,895.84,1103.62,193.02,1909.61,1206.33,690.79,5703.63,1936.67
Cote d'Ivoire,CIV,1994,585.38,990.17,5147.38,1590.99,911.62,1105.03,199.79,1978.63,1228.14,725.67,5800.99,1966.39
Cote d'Ivoire,CIV,1995,603.18,994.54,5202.12,1617.2,926.92,1102.21,205.24,2052.15,1240.56,765.47,5861.1,1983.87
Cote d'Ivoire,CIV,1996,626.51,987.13,5211.61,1629.64,936,1091.19,204.35,2108.78,1235.48,800.97,5869.85,1980.5
Cote d'Ivoire,CIV,1997,652.09,975.65,5198.62,1638.61,944.12,1083.39,202.6,2149.62,1226.12,833.11,5878.86,1977.88
Cote d'Ivoire,CIV,1998,673.04,958.47,5186.17,1645.03,950.85,1073.17,199.27,2191.59,1213.32,867.6,5870.52,1966.71
Cote d'Ivoire,CIV,1999,685.74,929.47,5098.66,1630.98,945.24,1048.92,193.7,2199.7,1183.97,888.23,5789.83,1929.17
Cote d'Ivoire,CIV,2000,676.81,899.12,5006.04,1606.62,933.66,1018.69,187.6,2176.74,1146.22,895.71,5688.81,1883.21
Cote d'Ivoire,CIV,2001,651.35,834.99,4769.05,1537.86,897.23,943.13,171.48,2131.94,1077.56,897.08,5374,1762.85
Cote d'Ivoire,CIV,2002,628.77,791.18,4603.63,1493.52,879.18,883.09,162.34,2086.14,1025.75,896.6,5182.51,1687.42
Cote d'Ivoire,CIV,2003,599.9,752.81,4471.33,1455.46,867.2,826.65,155.18,2043.38,979.61,895.36,5020.96,1624.82
Cote d'Ivoire,CIV,2004,583.11,743.92,4464.15,1456.17,878.14,799.97,156.23,2009.95,955.12,895.29,5032.18,1619.35
Cote d'Ivoire,CIV,2005,585.47,749.95,4500.79,1474.26,899.2,793.62,160.86,1977.69,943.83,890.79,5129.33,1641.59
Cote d'Ivoire,CIV,2006,603.11,775.12,4590.68,1513.87,935.1,809.82,172.7,1920.95,936.08,874.29,5341.36,1696.49
Cote d'Ivoire,CIV,2007,587.23,745.79,4475.46,1479.02,930.33,774.43,167.07,1864.84,892.84,859.44,5188.75,1619.24
Cote d'Ivoire,CIV,2008,564.94,688.33,4194.84,1399,897.24,714.18,152.82,1793.48,828.74,838.26,4844.02,1477.11
Cote d'Ivoire,CIV,2009,543.79,648.84,4004.62,1339.24,872.47,672.66,142.62,1716.62,782.52,810.11,4615.72,1373.97
Cote d'Ivoire,CIV,2010,527.22,613.16,3848.68,1291.17,847.08,633.12,134.9,1683.28,742.25,798.1,4400.85,1283.76
Cote d'Ivoire,CIV,2011,556.66,605.79,3789.27,1284.84,842.96,627.37,130.26,1632.96,744.02,773.9,4412.09,1259.01
Cote d'Ivoire,CIV,2012,612.18,671.39,4052.79,1387.93,909.67,689.42,148.08,1607.76,792.26,756.91,4921.25,1379.58
Cote d'Ivoire,CIV,2013,621.32,710.7,4237.01,1452.98,950.04,726.35,158.22,1563.5,819.38,732.48,5262.46,1447.48
Cote d'Ivoire,CIV,2014,612.81,686.46,4109.29,1420.34,925.25,701.2,152.76,1511.48,790.69,707.99,5148.66,1386.09
Cote d'Ivoire,CIV,2015,765.97,660.79,3850.25,1377.26,891.76,674.1,148.61,1433.23,751.76,672.6,5017.43,1320.38
Cote d'Ivoire,CIV,2016,720.25,609.72,3601.53,1296.75,832.05,623.99,135.02,1364.69,707.96,643.98,4702.14,1207.88
Cote d'Ivoire,CIV,2017,673.18,553.93,3332.72,1209.14,764.82,568.68,121.57,1308.11,670.47,619.47,4340.53,1088.13
Croatia,HRV,1990,5.13,0.76,2.28,0.22,8.25,2.9,0.4,1.78,3.34,1.45,15.09,2.09
Croatia,HRV,1991,5.17,0.76,2.25,0.22,8.15,2.9,0.42,1.87,3.36,1.53,15.15,2.11
Croatia,HRV,1992,5.27,0.77,2.27,0.23,8.17,2.92,0.45,1.99,3.45,1.62,15.41,2.16
Croatia,HRV,1993,4.78,0.69,2.04,0.21,7.27,2.6,0.44,1.93,3.14,1.56,13.87,1.95
Croatia,HRV,1994,4.58,0.66,1.94,0.2,6.85,2.46,0.43,1.94,3.03,1.59,13.2,1.87
Croatia,HRV,1995,4.07,0.57,1.68,0.18,5.96,2.12,0.38,1.87,2.71,1.54,11.5,1.63
Croatia,HRV,1996,3.86,0.52,1.52,0.16,5.48,1.91,0.33,1.96,2.57,1.6,10.48,1.48
Croatia,HRV,1997,3.86,0.48,1.44,0.16,5.31,1.78,0.31,2.25,2.53,1.82,9.91,1.39
Croatia,HRV,1998,3.15,0.37,1.12,0.13,4.2,1.33,0.27,2.06,1.99,1.68,7.63,1.07
Croatia,HRV,1999,2.73,0.3,0.91,0.11,3.55,1.08,0.25,1.92,1.67,1.61,6.31,0.88
Croatia,HRV,2000,2.51,0.27,0.79,0.1,3.19,0.97,0.22,1.71,1.5,1.47,5.78,0.8
Croatia,HRV,2001,2.43,0.26,0.73,0.09,3,0.91,0.21,1.6,1.4,1.41,5.53,0.76
Croatia,HRV,2002,2.17,0.22,0.61,0.08,2.6,0.79,0.19,1.43,1.21,1.27,4.82,0.66
Croatia,HRV,2003,1.95,0.19,0.51,0.07,2.27,0.68,0.16,1.29,1.08,1.15,4.22,0.57
Croatia,HRV,2004,1.87,0.18,0.47,0.06,2.14,0.65,0.14,1.24,1.05,1.12,3.99,0.53
Croatia,HRV,2005,1.84,0.18,0.44,0.06,2.07,0.64,0.13,1.14,1.03,1.04,4.01,0.53
Croatia,HRV,2006,1.61,0.16,0.37,0.05,1.78,0.56,0.11,0.97,0.9,0.88,3.52,0.46
Croatia,HRV,2007,1.54,0.15,0.34,0.05,1.67,0.52,0.1,0.93,0.87,0.82,3.33,0.43
Croatia,HRV,2008,1.28,0.12,0.27,0.04,1.38,0.43,0.08,0.81,0.74,0.69,2.75,0.35
Croatia,HRV,2009,1.19,0.11,0.25,0.04,1.27,0.38,0.07,0.8,0.7,0.67,2.51,0.32
Croatia,HRV,2010,0.94,0.09,0.19,0.03,1.01,0.3,0.06,0.65,0.57,0.52,2,0.25
Croatia,HRV,2011,0.87,0.08,0.17,0.03,0.9,0.27,0.05,0.57,0.52,0.44,1.82,0.23
Croatia,HRV,2012,0.7,0.07,0.14,0.02,0.76,0.23,0.05,0.49,0.44,0.37,1.56,0.19
Croatia,HRV,2013,0.71,0.07,0.14,0.02,0.79,0.24,0.05,0.52,0.46,0.39,1.61,0.2
Croatia,HRV,2014,0.64,0.07,0.13,0.02,0.73,0.22,0.05,0.49,0.43,0.37,1.5,0.18
Croatia,HRV,2015,0.66,0.07,0.13,0.02,0.73,0.22,0.04,0.49,0.44,0.37,1.5,0.18
Croatia,HRV,2016,0.61,0.06,0.12,0.02,0.71,0.21,0.04,0.48,0.43,0.36,1.46,0.18
Croatia,HRV,2017,0.54,0.06,0.1,0.02,0.63,0.19,0.04,0.42,0.38,0.32,1.3,0.16
Cuba,CUB,1990,40.64,4.98,9.93,11.73,34.25,3.41,2.27,38.41,27.46,20.3,79.13,8.46
Cuba,CUB,1991,38.45,4.65,8.71,10.6,31.22,2.93,2.27,34.91,24.95,18.2,75.01,7.88
Cuba,CUB,1992,35.31,4.24,7.44,9.54,27.81,2.45,2.14,31.1,22.55,16.01,69.42,7.14
Cuba,CUB,1993,33.65,4.01,6.74,9.13,25.99,2.13,2.03,29.52,21.49,15.24,66.66,6.73
Cuba,CUB,1994,35.27,4.29,6.85,9.68,26.98,2.14,2.17,29.74,22.48,15.41,72.37,7.2
Cuba,CUB,1995,33.7,4.19,6.29,9.39,25.75,2.02,2.22,27.79,21.14,14.64,71.27,7.02
Cuba,CUB,1996,27.93,3.41,4.98,7.73,20.87,1.61,1.78,23.18,16.8,12.93,57.99,5.69
Cuba,CUB,1997,27.08,3.23,4.56,7.53,19.93,1.48,1.58,23.27,15.45,14.4,54.8,5.36
Cuba,CUB,1998,25.94,3.1,4.17,7.21,18.95,1.37,1.42,22.58,14.13,15,52.11,5.1
Cuba,CUB,1999,23.77,2.89,3.63,6.57,17.3,1.25,1.28,20.49,12.38,14.42,48.06,4.74
Cuba,CUB,2000,23.98,2.88,3.45,6.61,17.44,1.23,1.22,21.66,12.47,15.66,47.68,4.72
Cuba,CUB,2001,20.97,2.43,2.85,5.62,14.85,1.03,1.12,18.94,10.63,14.06,40.43,4
Cuba,CUB,2002,21.18,2.39,2.67,5.53,14.6,1.01,1.19,18.62,10.78,13.93,40.6,3.99
Cuba,CUB,2003,20.16,2.23,2.36,5.1,13.55,0.94,1.24,17.18,10.23,12.99,38.65,3.79
Cuba,CUB,2004,18.03,1.98,1.99,4.43,11.89,0.84,1.17,14.82,9.32,11.3,35.15,3.43
Cuba,CUB,2005,17.04,1.94,1.76,4.08,11.1,0.83,1.27,12.81,8.68,9.96,34.73,3.41
Cuba,CUB,2006,15.34,1.71,1.45,3.5,9.62,0.76,1.12,11.48,7.86,8.72,30.56,3.05
Cuba,CUB,2007,15.33,1.7,1.37,3.42,9.33,0.82,1.02,11.52,8.08,8.65,30.26,3.06
Cuba,CUB,2008,15.8,1.75,1.33,3.5,9.36,0.92,0.97,11.79,8.46,8.8,31.25,3.21
Cuba,CUB,2009,16.45,1.87,1.32,3.61,9.56,1.04,1,11.85,8.72,8.81,33.19,3.45
Cuba,CUB,2010,15.25,1.77,1.17,3.33,8.78,1.02,0.96,10.79,7.99,8.02,31.22,3.31
Cuba,CUB,2011,16.46,1.87,1.15,3.42,9.03,1.08,1.06,10.92,8.18,8.04,32.87,3.53
Cuba,CUB,2012,14.94,1.79,1.04,3.19,8.46,1.05,1.06,10.11,7.6,7.31,31.43,3.42
Cuba,CUB,2013,14.22,1.71,0.94,3.01,8.01,1.01,1.07,9.57,7.17,6.8,30.12,3.33
Cuba,CUB,2014,13.21,1.65,0.87,2.9,7.71,0.98,1.04,9.43,6.92,6.59,29.21,3.25
Cuba,CUB,2015,13.04,1.64,0.83,2.86,7.66,0.97,1.03,9.47,6.9,6.48,29.3,3.28
Cuba,CUB,2016,10.88,1.4,0.68,2.42,6.55,0.82,0.89,8.32,5.93,5.48,25.07,2.85
Cuba,CUB,2017,9.89,1.24,0.59,2.17,5.9,0.72,0.8,7.82,5.4,4.96,22.46,2.57
Cyprus,CYP,1990,1.26,0.12,0.08,0.05,1.47,0.29,0.03,1.19,0.75,0.56,2.24,0.2
Cyprus,CYP,1991,1.2,0.12,0.07,0.04,1.41,0.28,0.03,1.1,0.72,0.52,2.13,0.19
Cyprus,CYP,1992,1.08,0.11,0.05,0.04,1.29,0.25,0.03,0.97,0.65,0.46,1.94,0.17
Cyprus,CYP,1993,0.97,0.09,0.04,0.03,1.16,0.22,0.03,0.88,0.57,0.41,1.71,0.15
